dgp,window,model,predictor,M,mean,std,q_low,q_high
polynomial,expanding,xgboost,x4,1000,0.0047006928692800865,3.523477037699471e-05,0.004682198977424312,0.0047160139839171715
polynomial,expanding,xgboost,x5,3,0.0014285577066518174,0.0010623274201962333,6.50865156393678e-05,0.002450241519626902
polynomial,expanding,xgboost,x5,6,0.0015033740314542114,0.000451192035998272,0.0011762629238891752,0.0018241686288313524
polynomial,expanding,xgboost,x5,8,0.0014366546435911186,0.0002796786638176445,0.0012129771040916015,0.0016749866677556848
polynomial,expanding,xgboost,x5,12,0.0015354043992059053,0.00039806729209660677,0.0012889777294503163,0.0018225690309630334
polynomial,expanding,xgboost,x5,18,0.0013637675131751654,0.0003842974353537538,0.000988080490774892,0.0017197200780135697
polynomial,expanding,xgboost,x5,30,0.0014444561324090043,0.00021309589031376141,0.0013009105678903757,0.001634435903257867
polynomial,expanding,xgboost,x5,40,0.0013770281852466164,0.00018152488566753794,0.0012529924577927751,0.0015370781886450227
polynomial,expanding,xgboost,x5,60,0.0013726516252544423,0.00013503280906279418,0.0012371599675753387,0.001475928064851166
polynomial,expanding,xgboost,x5,80,0.0014523037000104297,0.0001173888144520875,0.0013595923059199497,0.0015798168917131156
polynomial,expanding,xgboost,x5,100,0.0014608485741846946,0.00014950717871268588,0.0013185898568670357,0.0015862723654742877
polynomial,expanding,xgboost,x5,200,0.0013410366800820873,0.00010528676448900667,0.0012455388823839981,0.0014322045425495338
polynomial,expanding,xgboost,x5,500,0.0013684466383872826,5.185572576640685e-05,0.0013347418402086181,0.001388088865187135
polynomial,expanding,xgboost,x5,1000,0.0014030028402931961,5.254019911284681e-05,0.0013692382256937383,0.0014251262070947715
polynomial,expanding,xgboost,x6,3,0.0014924162372403672,0.0022217863151625765,-0.0003288649056898185,0.0037333453573346986
polynomial,expanding,xgboost,x6,6,0.0006131411311382415,0.001935036803983212,-0.0009521316197789241,0.002176386836738769
polynomial,expanding,xgboost,x6,8,0.0007089119507546933,0.0018202246545720724,-0.0006294328907499113,0.0018883043279185085
polynomial,expanding,xgboost,x6,12,0.0008938551174226782,0.0016217319659431115,-0.00026707075064570326,0.002577773761615252
polynomial,expanding,xgboost,x6,18,0.0005751438991826353,0.0010480224010674494,-0.00040562508208618427,0.0011561812680885904
polynomial,expanding,xgboost,x6,30,-0.0005743806787291343,0.0007956292533990242,-0.0010591698425247336,9.824495325319822e-05
polynomial,expanding,xgboost,x6,40,0.0002702624139018804,0.0003910520049566175,-6.134811170321194e-05,0.0006562306611955311
polynomial,expanding,xgboost,x6,60,0.0003878593017266847,0.0005060735575370071,0.00017558668203334813,0.0008676972617141015
polynomial,expanding,xgboost,x6,80,9.406968923729808e-05,0.0002801364717983777,-9.492303775059018e-05,0.00034436481184964914
polynomial,expanding,xgboost,x6,100,0.00023013492181608988,0.0007364105156851365,8.194909237534821e-06,0.0008568927588290105
polynomial,expanding,xgboost,x6,200,-3.5088926208915635e-06,0.00018994278652303644,-0.00022828308265113542,0.00018759742473575288
polynomial,expanding,xgboost,x6,500,0.0001350108265630968,0.00018869122700454138,-2.581163479498789e-05,0.0002955906061603013
polynomial,expanding,xgboost,x6,1000,0.00018877077979484696,0.0001552665827000148,4.9786368147807053e-05,0.00035592003609610643
