dgp,window,model,predictor,M,replicate,pbsv
threshold,expanding,xgboost,x5,8,1,-0.024105309767455924
threshold,expanding,xgboost,x6,8,1,0.007164979892773704
threshold,expanding,enet,x1,8,2,0.015024197358889435
threshold,expanding,enet,x2,8,2,-0.5744413162073685
threshold,expanding,enet,x3,8,2,0.0010063608945479474
threshold,expanding,enet,x4,8,2,0.022039383532752588
threshold,expanding,enet,x5,8,2,0.011776646685009884
threshold,expanding,enet,x6,8,2,0.0028252807325403473
threshold,expanding,rf,x1,8,2,-0.6725443026170508
threshold,expanding,rf,x2,8,2,-1.3599265361641737
threshold,expanding,rf,x3,8,2,-0.008261489645259551
threshold,expanding,rf,x4,8,2,0.0005820127378445561
threshold,expanding,rf,x5,8,2,-0.010123731133393876
threshold,expanding,rf,x6,8,2,-0.0015362934071823375
threshold,expanding,xgboost,x1,8,2,-0.7089833890294494
threshold,expanding,xgboost,x2,8,2,-1.3520274773620722
threshold,expanding,xgboost,x3,8,2,-0.06710261152185168
threshold,expanding,xgboost,x4,8,2,0.03293990253453974
threshold,expanding,xgboost,x5,8,2,-0.02374945862025893
threshold,expanding,xgboost,x6,8,2,0.006388731061927028
threshold,expanding,enet,x1,8,3,0.015019719438113144
threshold,expanding,enet,x2,8,3,-0.5744457397735617
threshold,expanding,enet,x3,8,3,0.0009969541465839893
threshold,expanding,enet,x4,8,3,0.022053674771404463
threshold,expanding,enet,x5,8,3,0.01176752592085581
threshold,expanding,enet,x6,8,3,0.002838418492976086
threshold,expanding,rf,x1,8,3,-0.6741261169214439
threshold,expanding,rf,x2,8,3,-1.3597737633097124
threshold,expanding,rf,x3,8,3,-0.008164208931806971
threshold,expanding,rf,x4,8,3,0.0016176973722933918
threshold,expanding,rf,x5,8,3,-0.010074917254162041
threshold,expanding,rf,x6,8,3,-0.0012890311843836155
threshold,expanding,xgboost,x1,8,3,-0.7079320571273622
threshold,expanding,xgboost,x2,8,3,-1.3517704451579498
threshold,expanding,xgboost,x3,8,3,-0.06698348521130862
threshold,expanding,xgboost,x4,8,3,0.030771570925283098
threshold,expanding,xgboost,x5,8,3,-0.023104516134023617
threshold,expanding,xgboost,x6,8,3,0.0064846297681957765
threshold,expanding,enet,x1,8,4,0.015022034687890817
threshold,expanding,enet,x2,8,4,-0.5744457741669432
threshold,expanding,enet,x3,8,4,0.0009984833798803716
threshold,expanding,enet,x4,8,4,0.022036454310244924
threshold,expanding,enet,x5,8,4,0.011768992912560894
threshold,expanding,enet,x6,8,4,0.0028503618727379887
threshold,expanding,rf,x1,8,4,-0.6737250655080231
threshold,expanding,rf,x2,8,4,-1.3595569594715493
threshold,expanding,rf,x3,8,4,-0.008026929094320762
threshold,expanding,rf,x4,8,4,0.0006013209907074768
threshold,expanding,rf,x5,8,4,-0.010851208132294565
threshold,expanding,rf,x6,8,4,-0.0002514990137353623
threshold,expanding,xgboost,x1,8,4,-0.7069693861029301
threshold,expanding,xgboost,x2,8,4,-1.351878850668824
