dgp,window,model,predictor,M,replicate,pbsv
polynomial,expanding,xgboost,x2,6,5,-0.6066299560020334
polynomial,expanding,xgboost,x3,6,5,-1.4731631888494021
polynomial,expanding,xgboost,x4,6,5,0.004358987496824396
polynomial,expanding,xgboost,x5,6,5,0.0011429881435233713
polynomial,expanding,xgboost,x6,6,5,0.0032440096178572206
polynomial,expanding,enet,x1,6,6,0.01749633809445328
polynomial,expanding,enet,x2,6,6,0.028344142636592833
polynomial,expanding,enet,x3,6,6,-0.97632503633123
polynomial,expanding,enet,x4,6,6,0.00417613935884061
polynomial,expanding,enet,x5,6,6,0.002793162834209902
polynomial,expanding,enet,x6,6,6,0.002147280154256914
polynomial,expanding,rf,x1,6,6,-0.6430444831138366
polynomial,expanding,rf,x2,6,6,-0.4091890659029203
polynomial,expanding,rf,x3,6,6,-1.0796516989954348
polynomial,expanding,rf,x4,6,6,-0.004307376502730165
polynomial,expanding,rf,x5,6,6,-0.0013530521183047577
polynomial,expanding,rf,x6,6,6,-0.005480194842413614
polynomial,expanding,xgboost,x1,6,6,-0.9274556124939372
polynomial,expanding,xgboost,x2,6,6,-0.5835363092641098
polynomial,expanding,xgboost,x3,6,6,-1.4937894006317982
polynomial,expanding,xgboost,x4,6,6,0.004506513405984736
polynomial,expanding,xgboost,x5,6,6,0.0006085188153813759
polynomial,expanding,xgboost,x6,6,6,-0.0028721064974028265
polynomial,expanding,enet,x1,6,7,0.017485182291118322
polynomial,expanding,enet,x2,6,7,0.028343481326634445
polynomial,expanding,enet,x3,6,7,-0.976324761122147
polynomial,expanding,enet,x4,6,7,0.004178773664342013
polynomial,expanding,enet,x5,6,7,0.0028013320447085968
polynomial,expanding,enet,x6,6,7,0.002148018542466971
polynomial,expanding,rf,x1,6,7,-0.6474777520429343
polynomial,expanding,rf,x2,6,7,-0.40895871590404065
polynomial,expanding,rf,x3,6,7,-1.0748220904658952
polynomial,expanding,rf,x4,6,7,-0.004489125155131779
polynomial,expanding,rf,x5,6,7,-0.0013179061290057303
polynomial,expanding,rf,x6,6,7,-0.005960281778632763
polynomial,expanding,xgboost,x1,6,7,-0.9517396351751652
polynomial,expanding,xgboost,x2,6,7,-0.5853376586750507
polynomial,expanding,xgboost,x3,6,7,-1.4730373551559535
polynomial,expanding,xgboost,x4,6,7,0.0032640546167803097
polynomial,expanding,xgboost,x5,6,7,0.002046528746163123
polynomial,expanding,xgboost,x6,6,7,0.0022656689773446668
polynomial,expanding,enet,x1,8,0,0.017510301998649752
polynomial,expanding,enet,x2,8,0,0.028330590165056735
polynomial,expanding,enet,x3,8,0,-0.9763423624735206
polynomial,expanding,enet,x4,8,0,0.004187605469747946
polynomial,expanding,enet,x5,8,0,0.002799568524240126
polynomial,expanding,enet,x6,8,0,0.0021463230629494012
polynomial,expanding,rf,x1,8,0,-0.6531697403374599
polynomial,expanding,rf,x2,8,0,-0.40401577597028576
polynomial,expanding,rf,x3,8,0,-1.0741021492071807
polynomial,expanding,rf,x4,8,0,-0.0043987855898831585
polynomial,expanding,rf,x5,8,0,-0.0013749836969039753
polynomial,expanding,rf,x6,8,0,-0.005964436673926737
polynomial,expanding,xgboost,x1,8,0,-0.9704477089673015
polynomial,expanding,xgboost,x2,8,0,-0.5651924065046183
polynomial,expanding,xgboost,x3,8,0,-1.474762144065635
polynomial,expanding,xgboost,x4,8,0,0.005179500915693858
polynomial,expanding,xgboost,x5,8,0,0.0016784842944313205
polynomial,expanding,xgboost,x6,8,0,0.0010058776615481102
polynomial,expanding,enet,x1,8,1,0.017467405607970915
polynomial,expanding,enet,x2,8,1,0.028351352590410023
polynomial,expanding,enet,x3,8,1,-0.9763183616445633
polynomial,expanding,enet,x4,8,1,0.004183671803879074
polynomial,expanding,enet,x5,8,1,0.0027978545341046934
polynomial,expanding,enet,x6,8,1,0.0021501038553219942
polynomial,expanding,rf,x1,8,1,-0.6414506013330354
polynomial,expanding,rf,x2,8,1,-0.4112804510319404
polynomial,expanding,rf,x3,8,1,-1.0783145924058823
polynomial,expanding,rf,x4,8,1,-0.004583656148234888
polynomial,expanding,rf,x5,8,1,-0.0012939862114571266
polynomial,expanding,rf,x6,8,1,-0.006102584345090034
polynomial,expanding,xgboost,x1,8,1,-0.925577488646737
polynomial,expanding,xgboost,x2,8,1,-0.5949708991410054
polynomial,expanding,xgboost,x3,8,1,-1.4892070604003185
polynomial,expanding,xgboost,x4,8,1,0.004988183369210322
polynomial,expanding,xgboost,x5,8,1,0.0013618946405339338
polynomial,expanding,xgboost,x6,8,1,0.000866973512434796
polynomial,expanding,enet,x1,8,2,0.017495098818479493
polynomial,expanding,enet,x2,8,2,0.02833896454426954
polynomial,expanding,enet,x3,8,2,-0.9763189461388584
polynomial,expanding,enet,x4,8,2,0.004171328567575433
polynomial,expanding,enet,x5,8,2,0.002795693810581895
polynomial,expanding,enet,x6,8,2,0.0021498871450754686
polynomial,expanding,rf,x1,8,2,-0.6455123532466174
polynomial,expanding,rf,x2,8,2,-0.4082343438838307
polynomial,expanding,rf,x3,8,2,-1.077549057992556
polynomial,expanding,rf,x4,8,2,-0.004292991402760266
polynomial,expanding,rf,x5,8,2,-0.0012691047212024797
polynomial,expanding,rf,x6,8,2,-0.00616802022867366
polynomial,expanding,xgboost,x1,8,2,-0.9415504433254756
polynomial,expanding,xgboost,x2,8,2,-0.5793744221855822
polynomial,expanding,xgboost,x3,8,2,-1.4914691970617322
polynomial,expanding,xgboost,x4,8,2,0.005145167815758314
polynomial,expanding,xgboost,x5,8,2,0.0011926701673040108
polynomial,expanding,xgboost,x6,8,2,0.0035178279238462923
polynomial,expanding,enet,x1,8,3,0.01748402314630479
polynomial,expanding,enet,x2,8,3,0.02834089456002739
polynomial,expanding,enet,x3,8,3,-0.9763234616371657
polynomial,expanding,enet,x4,8,3,0.004180515307271954
polynomial,expanding,enet,x5,8,3,0.002798736061039697
polynomial,expanding,enet,x6,8,3,0.002151319309645211
polynomial,expanding,rf,x1,8,3,-0.645025818311904
polynomial,expanding,rf,x2,8,3,-0.4079525215215989
polynomial,expanding,rf,x3,8,3,-1.0779162430217544
polynomial,expanding,rf,x4,8,3,-0.004514335291141203
polynomial,expanding,rf,x5,8,3,-0.0013592360266132808
polynomial,expanding,rf,x6,8,3,-0.006257717302628474
polynomial,expanding,xgboost,x1,8,3,-0.9412444669944541
polynomial,expanding,xgboost,x2,8,3,-0.5784257631505735
polynomial,expanding,xgboost,x3,8,3,-1.490353813764567
polynomial,expanding,xgboost,x4,8,3,0.004407318040571109
polynomial,expanding,xgboost,x5,8,3,0.0014184747334590603
polynomial,expanding,xgboost,x6,8,3,0.001659854469682892
polynomial,expanding,enet,x1,8,4,0.017474752931030985
polynomial,expanding,enet,x2,8,4,0.02834022104909978
polynomial,expanding,enet,x3,8,4,-0.9763140242981674
polynomial,expanding,enet,x4,8,4,0.004182211195956048
polynomial,expanding,enet,x5,8,4,0.0027998230009964598
polynomial,expanding,enet,x6,8,4,0.0021490428682076346
polynomial,expanding,rf,x1,8,4,-0.6453037542418085
polynomial,expanding,rf,x2,8,4,-0.40789316765961614
polynomial,expanding,rf,x3,8,4,-1.0782554723232858
polynomial,expanding,rf,x4,8,4,-0.004488837030860254
polynomial,expanding,rf,x5,8,4,-0.0012054897258487185
polynomial,expanding,rf,x6,8,4,-0.005879150494220886
polynomial,expanding,xgboost,x1,8,4,-0.940757774577718
polynomial,expanding,xgboost,x2,8,4,-0.5789374660045958
polynomial,expanding,xgboost,x3,8,4,-1.48956227671769
polynomial,expanding,xgboost,x4,8,4,0.0050416819800215285
polynomial,expanding,xgboost,x5,8,4,0.0018015178415704963
polynomial,expanding,xgboost,x6,8,4,-0.00012407918746987212
polynomial,expanding,enet,x1,8,5,0.017449410427450907
polynomial,expanding,enet,x2,8,5,0.02835993548603455
polynomial,expanding,enet,x3,8,5,-0.9763020538834493
polynomial,expanding,enet,x4,8,5,0.004176849210142608
polynomial,expanding,enet,x5,8,5,0.00280096171753072
polynomial,expanding,enet,x6,8,5,0.002146923789413946
polynomial,expanding,rf,x1,8,5,-0.6338322411735067
polynomial,expanding,rf,x2,8,5,-0.4152170975452487
polynomial,expanding,rf,x3,8,5,-1.0830619752846404
polynomial,expanding,rf,x4,8,5,-0.004182864764196298
polynomial,expanding,rf,x5,8,5,-0.0012464473820172906
polynomial,expanding,rf,x6,8,5,-0.0054852453260310075
polynomial,expanding,xgboost,x1,8,5,-0.8926500347216053
polynomial,expanding,xgboost,x2,8,5,-0.6119783890463852
polynomial,expanding,xgboost,x3,8,5,-1.503990969524589
polynomial,expanding,xgboost,x4,8,5,0.005330069082343389
polynomial,expanding,xgboost,x5,8,5,0.0014492723037333038
polynomial,expanding,xgboost,x6,8,5,-0.0006983447593790076
polynomial,expanding,enet,x1,8,6,0.017464345721011076
polynomial,expanding,enet,x2,8,6,0.02833131158794122
polynomial,expanding,enet,x3,8,6,-0.9762832608608131
polynomial,expanding,enet,x4,8,6,0.004177273624511951
polynomial,expanding,enet,x5,8,6,0.002795089559169933
polynomial,expanding,enet,x6,8,6,0.0021472671153023037
polynomial,expanding,rf,x1,8,6,-0.6416929604173249
polynomial,expanding,rf,x2,8,6,-0.40381498998342036
polynomial,expanding,rf,x3,8,6,-1.0861514150227385
polynomial,expanding,rf,x4,8,6,-0.004294795609586205
polynomial,expanding,rf,x5,8,6,-0.001357647370511167
polynomial,expanding,rf,x6,8,6,-0.005714063072059072
polynomial,expanding,xgboost,x1,8,6,-0.924946189639174
polynomial,expanding,xgboost,x2,8,6,-0.5650414684076493
polynomial,expanding,xgboost,x3,8,6,-1.5193200751312688
polynomial,expanding,xgboost,x4,8,6,0.003908294168667156
polynomial,expanding,xgboost,x5,8,6,0.0009415857622291357
polynomial,expanding,xgboost,x6,8,6,0.0019194565813142744
polynomial,expanding,enet,x1,8,7,0.017479613630959373
polynomial,expanding,enet,x2,8,7,0.02833000817960324
polynomial,expanding,enet,x3,8,7,-0.9762970612652416
polynomial,expanding,enet,x4,8,7,0.004169445865566834
polynomial,expanding,enet,x5,8,7,0.0028019561015597827
polynomial,expanding,enet,x6,8,7,0.0021480642346758394
polynomial,expanding,rf,x1,8,7,-0.641618686755474
polynomial,expanding,rf,x2,8,7,-0.40385323165185927
polynomial,expanding,rf,x3,8,7,-1.086734127240725
polynomial,expanding,rf,x4,8,7,-0.004102589078729735
polynomial,expanding,rf,x5,8,7,-0.001269589112252778
polynomial,expanding,rf,x6,8,7,-0.0054476476365996895
polynomial,expanding,xgboost,x1,8,7,-0.9217329373214798
polynomial,expanding,xgboost,x2,8,7,-0.5648494147185967
polynomial,expanding,xgboost,x3,8,7,-1.5199803614002145
polynomial,expanding,xgboost,x4,8,7,0.004851249964881704
polynomial,expanding,xgboost,x5,8,7,0.001649337405467688
polynomial,expanding,xgboost,x6,8,7,-0.002476270595939939
polynomial,expanding,enet,x1,12,0,0.01748938562646742
polynomial,expanding,enet,x2,12,0,0.028343554043388213
polynomial,expanding,enet,x3,12,0,-0.9763096548522291
polynomial,expanding,enet,x4,12,0,0.004165001712444642
polynomial,expanding,enet,x5,12,0,0.002797153068817615
polynomial,expanding,enet,x6,12,0,0.0021465871482348096
polynomial,expanding,rf,x1,12,0,-0.642865850703792
polynomial,expanding,rf,x2,12,0,-0.4089274752481224
polynomial,expanding,rf,x3,12,0,-1.0800827023825177
polynomial,expanding,rf,x4,12,0,-0.004148850492917078
polynomial,expanding,rf,x5,12,0,-0.0015197999362006425
polynomial,expanding,rf,x6,12,0,-0.0054811927120904285
polynomial,expanding,xgboost,x1,12,0,-0.9275493475878678
polynomial,expanding,xgboost,x2,12,0,-0.5853841371218674
polynomial,expanding,xgboost,x3,12,0,-1.493511096383252
polynomial,expanding,xgboost,x4,12,0,0.00469535056800599
polynomial,expanding,xgboost,x5,12,0,0.0011918032074982414
polynomial,expanding,xgboost,x6,12,0,-0.0019809693483987256
polynomial,expanding,enet,x1,12,1,0.017479077210837208
polynomial,expanding,enet,x2,12,1,0.028344822892441873
polynomial,expanding,enet,x3,12,1,-0.9763251762991795
polynomial,expanding,enet,x4,12,1,0.004183782291844999
polynomial,expanding,enet,x5,12,1,0.0027988805862761055
polynomial,expanding,enet,x6,12,1,0.0021506400649029165
polynomial,expanding,rf,x1,12,1,-0.64281658197895
polynomial,expanding,rf,x2,12,1,-0.408686174629353
polynomial,expanding,rf,x3,12,1,-1.0798019364101623
polynomial,expanding,rf,x4,12,1,-0.004410516262379964
polynomial,expanding,rf,x5,12,1,-0.0013218127697610476
polynomial,expanding,rf,x6,12,1,-0.0059888494250341555
polynomial,expanding,xgboost,x1,12,1,-0.9300759283465408
polynomial,expanding,xgboost,x2,12,1,-0.5857999985890093
polynomial,expanding,xgboost,x3,12,1,-1.4937754839234547
polynomial,expanding,xgboost,x4,12,1,0.004655263662392541
polynomial,expanding,xgboost,x5,12,1,0.0014243408915357119
polynomial,expanding,xgboost,x6,12,1,0.0010334096391949783
polynomial,expanding,enet,x1,12,2,0.017492425264448996
polynomial,expanding,enet,x2,12,2,0.028305064983778605
polynomial,expanding,enet,x3,12,2,-0.9762889302818568
polynomial,expanding,enet,x4,12,2,0.004175165409881905
polynomial,expanding,enet,x5,12,2,0.00279860907591839
